matchId,date,league,label,predictionId,featureSource,snapshotBacked,predictedOutcome,leakageRisk,trainingWeight,trainingGroup,snapshotMaturity,home_avg_scored,away_avg_scored,home_avg_conceded,away_avg_conceded,home_home_split_scored,home_home_split_conceded,away_away_split_scored,away_away_split_conceded,ppg_diff,rest_diff,club_elo_diff,home_injuries,away_injuries,availability_coverage,availability_risk,availability_diff,weather_risk,lineups_confirmed,h2h_sample_size,h2h_reliability,h2h_balance,match_importance,home_btts_rate,away_btts_rate,home_over25_home,away_over25_away,home_yellow_rate,away_yellow_rate,home_cards_rate,away_cards_rate,home_avg_corners,away_avg_corners,set_piece_diff,lineups_avg_rating_diff,home_lineup_continuity,away_lineup_continuity,keeper_rating_diff,away_travel_penalty,prob_home_base,prob_draw_base,prob_away_base,prob_home_heuristic,prob_draw_heuristic,prob_away_heuristic,confidence,exact_score_confidence,model_agreement,top_confidence_pick,top_exact_score_pick,risk_low,risk_medium,risk_high,phase_league,phase_cup,phase_knockout,odds_available,source_timestamp_coverage,db_has_match_stats,db_has_team_match_stats,db_historical_odds_samples,db_historical_home_implied,db_historical_draw_implied,db_historical_away_implied,db_home_xg,db_away_xg,db_home_shots,db_away_shots,db_home_corners,db_away_corners,db_weather_available,db_weather_temperature,db_weather_wind_speed,db_weather_precipitation,db_h2h_edge_played,db_h2h_edge_balance,db_style_profile_available,db_alias_matched,db_feature_source_count
ss-espn-fra.1-746712,2026-05-17,"France - Ligue 1",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5422,0.1874,0.2703,0.2956,0.4654,0.239,0.24,0.398,0.259,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-fra.1-746713,2026-05-17,"France - Ligue 1",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3403,0.2136,0.4461,0.2196,0.3474,0.4329,0.296,0.57,0.643,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-fra.1-746714,2026-05-17,"France - Ligue 1",D,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3153,0.2848,0.3999,0.1938,0.4351,0.371,0.6,0.792,0.599,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-fra.1-746715,2026-05-17,"France - Ligue 1",D,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6656,0.2356,0.0988,0.3027,0.4682,0.229,0.532,0.624,0.032,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-fra.1-746716,2026-05-17,"France - Ligue 1",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3979,0.2799,0.3222,0.9142,0.0816,0.0042,0.397,0.532,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-fra.1-746717,2026-05-17,"France - Ligue 1",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.3025,0.3075,0.9485,0.0498,0.0017,0.459,0.572,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747321,2026-05-17,"Germany - Bundesliga",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5365,0.2672,0.1963,0.9441,0.0538,0.0021,0.453,0.476,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747322,2026-05-17,"Germany - Bundesliga",D,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4632,0.2664,0.2704,0.7755,0.1996,0.0249,0.459,0.563,0.167,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747323,2026-05-17,"Germany - Bundesliga",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3297,0.3218,0.3486,0.2893,0.4912,0.2195,0.586,0.772,0.548,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747324,2026-05-17,"Germany - Bundesliga",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6142,0.2227,0.1631,0.0875,0.409,0.5034,0.364,0.386,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747325,2026-05-17,"Germany - Bundesliga",A,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7996,0.1358,0.0647,0.6787,0.2768,0.0446,0.443,0.675,0.624,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747326,2026-05-17,"Germany - Bundesliga",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4261,0.2394,0.3345,0.9296,0.0675,0.003,0.277,0.372,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747327,2026-05-17,"Germany - Bundesliga",A,,review_prediction_fallback,0,A,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2766,0.2112,0.5122,0.1552,0.4282,0.4166,0.283,0.511,0.421,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747328,2026-05-17,"Germany - Bundesliga",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3405,0.3155,0.344,0.9087,0.0867,0.0046,0.524,0.537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ger.2-747329,2026-05-17,"Germany - Bundesliga",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3238,0.2839,0.3923,0.0561,0.3009,0.6431,0.475,0.595,0.286,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741273,2026-05-17,"Netherlands - Eredivisie",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2964,0.277,0.4265,0.17,0.4485,0.3814,0.54,0.697,0.543,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741274,2026-05-17,"Netherlands - Eredivisie",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8521,0.1048,0.0431,0.8341,0.1497,0.0162,0.458,0.761,0.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741275,2026-05-17,"Netherlands - Eredivisie",D,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7773,0.157,0.0658,0.4604,0.3925,0.1471,0.485,0.57,0.155,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741276,2026-05-17,"Netherlands - Eredivisie",A,,review_prediction_fallback,0,A,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808,0.1502,0.7691,0.1336,0.4123,0.4541,0.389,0.495,0.16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741277,2026-05-17,"Netherlands - Eredivisie",D,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2547,0.2573,0.488,0.2783,0.3634,0.3584,0.504,0.749,0.654,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741278,2026-05-17,"Netherlands - Eredivisie",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1625,0.2583,0.5792,0.0929,0.3071,0.6,0.561,0.818,0.814,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741279,2026-05-17,"Netherlands - Eredivisie",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5451,0.1719,0.283,0.6376,0.2522,0.1102,0.301,0.491,0.539,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741280,2026-05-17,"Netherlands - Eredivisie",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4392,0.2987,0.2621,0.2977,0.4574,0.2449,0.586,0.816,0.577,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-741281,2026-05-17,"Netherlands - Eredivisie",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4278,0.318,0.2542,0.3376,0.46,0.2024,0.564,0.829,0.621,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-oldb-78250,2026-05-17,"Germany - Bundesliga",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4448,0.334,0.2212,0.0011,0.0422,0.9567,0.475,0.546,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740956,2026-05-18,"England - Premier League",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9011,0.0753,0.0237,0.634,0.2966,0.0694,0.423,0.572,0.288,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740958,2026-05-19,"England - Premier League",D,,review_prediction_fallback,0,A,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1389,0.2123,0.6488,0.2575,0.3891,0.3533,0.296,0.519,0.212,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740960,2026-05-19,"England - Premier League",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525,0.3168,0.4307,0.3974,0.4456,0.1569,0.45,0.673,0.27,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-uefa.europa-401862911,2026-05-20,"Europe - Europa League",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.2553,0.2197,0.2586,0.4181,0.3233,0.319,0.522,0.29,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-401873225,2026-05-21,"Netherlands - Eredivisie",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5506,0.191,0.2584,0.3937,0.4267,0.1796,0.294,0.518,0.371,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-401873226,2026-05-21,"Netherlands - Eredivisie",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7523,0.1438,0.1039,0.3819,0.4076,0.2105,0.321,0.481,0.012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-tsdb-Germany - Bundesliga-2475152,2026-05-21,"Germany - Bundesliga",D,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631,0.2473,0.4896,0.1817,0.4532,0.3651,0.432,0.595,0.451,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.2-401872576,2026-05-23,"England - Championship",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3877,0.2882,0.3242,0.2262,0.4394,0.3344,0.533,0.833,0.569,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740966,2026-05-24,"England - Premier League",A,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2514,0.2721,0.4765,0.283,0.4494,0.2677,0.384,0.726,0.443,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740967,2026-05-24,"England - Premier League",D,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4982,0.3032,0.1986,0.2035,0.5152,0.2813,0.516,0.712,0.214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740968,2026-05-24,"England - Premier League",A,,review_prediction_fallback,0,A,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1755,0.2807,0.5438,0.1103,0.3683,0.5214,0.562,0.903,0.766,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740969,2026-05-24,"England - Premier League",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3342,0.3433,0.3225,0.2929,0.4683,0.2388,0.552,0.895,0.667,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740970,2026-05-24,"England - Premier League",A,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7731,0.1314,0.0955,0.3855,0.4199,0.1946,0.25,0.458,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740971,2026-05-24,"England - Premier League",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6182,0.2534,0.1284,0.2573,0.4581,0.2846,0.423,0.657,0.038,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740972,2026-05-24,"England - Premier League",D,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4147,0.2919,0.2934,0.2141,0.4405,0.3453,0.442,0.763,0.465,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740973,2026-05-24,"England - Premier League",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983,0.2275,0.1742,0.3071,0.4797,0.2132,0.366,0.593,0.223,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740974,2026-05-24,"England - Premier League",H,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3977,0.266,0.3362,0.3256,0.4914,0.1831,0.417,0.665,0.399,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-eng.1-740975,2026-05-24,"England - Premier League",D,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6773,0.2158,0.1069,0.3815,0.4514,0.1671,0.4,0.678,0.211,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-ned.1-401873227,2026-05-24,"Netherlands - Eredivisie",D,,review_prediction_fallback,0,D,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3886,0.1813,0.4301,0.1656,0.4868,0.3475,0.24,0.429,0.185,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-tsdb-Germany - Bundesliga-2475153,2026-05-25,"Germany - Bundesliga",H,,review_prediction_fallback,0,H,possible_post_match_overwrite,0.25,fallback_review,mature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6693,0.163,0.1677,0.3324,0.4368,0.2308,0.325,0.429,0.102,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-tsdb-France - Ligue 1-2475111,2026-05-26,"France - Ligue 1",D,pred_b255c97cc13891533d,snapshot_feature_vector,1,H,,0.25,snapshot_backed,mature,1.8,0.7,0.9,1.6,2.6,0.8,1,1.2,0.9,8,-1581,0,0,0,0,0,0,0,5,1,-0.8,1,0.3,0.5,0.8,0.4,0,0,0,0,4.91,5.15,-0.04,0,0.49,0.49,0,0,0.5895,0.261,0.1495,0.0926,0.3092,0.5982,0.518,0.1273,0,0,0,0,1,0,0,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-tsdb-France - Ligue 1-2475111,2026-05-26,"France - Ligue 1",D,pred_8eb8e0c6ed8c66676c,snapshot_feature_vector,1,H,,0.25,snapshot_backed,mature,1.8,0.7,0.9,1.6,2.6,0.8,1,1.2,0.9,8,-1581,0,0,0,0,0,0,0,5,1,-0.8,1,0.3,0.5,0.8,0.4,0,0,0,0,4.91,5.15,-0.04,0,0.49,0.49,0,0,0.5895,0.261,0.1495,0.0926,0.3092,0.5982,0.518,0.1273,0,0,0,0,1,0,0,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-tsdb-France - Ligue 1-2475111,2026-05-26,"France - Ligue 1",D,pred_04a743303504894fde,snapshot_feature_vector,1,H,,0.25,snapshot_backed,mature,1.8,0.7,0.9,1.6,2.6,0.8,1,1.2,0.9,8,-1581,0,0,0,0,0,0,0,5,1,-0.8,1,0.3,0.5,0.8,0.4,0,0,0,0,4.91,5.15,-0.04,0,0.49,0.49,0,0,0.5895,0.261,0.1495,0.0926,0.3092,0.5982,0.518,0.1273,0,0,0,0,1,0,0,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-tsdb-France - Ligue 1-2475111,2026-05-26,"France - Ligue 1",D,pred_78461cfe19e434ebcd,snapshot_feature_vector,1,H,,0.25,snapshot_backed,mature,1.8,0.7,0.9,1.6,2.6,0.8,1,1.2,0.9,8,-1581,0,0,0,0,0,0,0,5,1,-0.8,1,0.3,0.5,0.8,0.4,0,0,0,0,4.91,5.15,-0.04,0,0.49,0.49,0,0,0.5895,0.261,0.1495,0.0926,0.3092,0.5982,0.518,0.1273,0,0,0,0,1,0,0,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-uefa.europa.conf-401862929,2026-05-27,"Europe - Conference League",H,pred_30e48bc9c61ef3fe1f,snapshot_feature_vector,1,D,,0.25,snapshot_backed,mature,1.1,1.3,1.7,1,1,1,1,1.2,-0.8,-1,82,0,0,0,0,0,0,0,0,0,0,1,0.6,0.4,0.6,0.4,0,0,0,0,4.6,5.11,-0.35,0,0.49,0.49,0,0,0.3479,0.3351,0.317,0.2116,0.4361,0.3522,0.599,0.138,0.637,0,0,0,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss-espn-uefa.europa.conf-401862929,2026-05-27,"Europe - Conference League",H,pred_33932615199708df20,snapshot_feature_vector,1,D,,0.25,snapshot_backed,mature,1.1,1.3,1.7,1,1,1,1,1.2,-0.8,-1,82,0,0,0,0,0,0,0,0,0,0,1,0.6,0.4,0.6,0.4,0,0,0,0,4.6,5.11,-0.35,0,0.49,0.49,0,0,0.3479,0.3351,0.317,0.2116,0.4361,0.3522,0.599,0.138,0.637,0,0,0,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
